census_block_group,poi_id,state_fips,county_fips,tract,block_group,poi_name,travel_time_minutes,avg_travel_speed_kmh,avg_travel_speed_mph,travel_distance_km,travel_distance_miles,statefp,countyfp,tractce,blkgrpce,affgeoid,namelsad,lsad,aland,awater,total_population,median_household_income,median_age
530330013001,custom_0,53,53033,001300,1,Seattle Central Library,15,50,31,4.9375710315538,3.068063449447616,53,33,1300,1,1500000US530330013001,Block Group 1,BG,502578,0,1583.0,79554.0,40.3
530330013003,custom_0,53,53033,001300,3,Seattle Central Library,15,50,31,4.527814379100442,2.813452548556021,53,33,1300,3,1500000US530330013003,Block Group 3,BG,433496,0,1462.0,87332.0,33.0
530330014003,custom_0,53,53033,001400,3,Seattle Central Library,15,50,31,4.056751635895938,2.5207478207482947,53,33,1400,3,1500000US530330014003,Block Group 3,BG,378784,0,1481.0,-666666666.0,36.4
530330014004,custom_0,53,53033,001400,4,Seattle Central Library,15,50,31,4.244504918870583,2.6374122659435333,53,33,1400,4,1500000US530330014004,Block Group 4,BG,936450,213389,1594.0,139868.0,40.5
530330015001,custom_0,53,53033,001500,1,Seattle Central Library,15,50,31,3.174959784303709,1.97282793613258,53,33,1500,1,1500000US530330015001,Block Group 1,BG,522351,0,1494.0,138081.0,53.3
530330015002,custom_0,53,53033,001500,2,Seattle Central Library,15,50,31,3.1381404261299157,1.949949454724772,53,33,1500,2,1500000US530330015002,Block Group 2,BG,645360,526885,1301.0,171250.0,45.6
530330016001,custom_0,53,53033,001600,1,Seattle Central Library,15,50,31,3.905856531655883,2.4269859789315475,53,33,1600,1,1500000US530330016001,Block Group 1,BG,984746,320118,1546.0,233750.0,43.3
530330016002,custom_0,53,53033,001600,2,Seattle Central Library,15,50,31,3.0896117215086547,1.9197951250055543,53,33,1600,2,1500000US530330016002,Block Group 2,BG,661512,0,1445.0,250001.0,46.4
530330016003,custom_0,53,53033,001600,3,Seattle Central Library,15,50,31,2.776558833403173,1.725273138870563,53,33,1600,3,1500000US530330016003,Block Group 3,BG,374100,0,1723.0,157222.0,38.7
530330017011,custom_0,53,53033,001701,1,Seattle Central Library,15,50,31,3.248042697384787,2.0182395389166827,53,33,1701,1,1500000US530330017011,Block Group 1,BG,323766,0,1791.0,87054.0,30.9
530330017012,custom_0,53,53033,001701,2,Seattle Central Library,15,50,31,3.8060305380517687,2.3649570014597656,53,33,1701,2,1500000US530330017012,Block Group 2,BG,304871,0,1460.0,86860.0,35.9
530330017013,custom_0,53,53033,001701,3,Seattle Central Library,15,50,31,4.372221022546485,2.716771349000732,53,33,1701,3,1500000US530330017013,Block Group 3,BG,264131,0,993.0,117569.0,32.0
530330017021,custom_0,53,53033,001702,1,Seattle Central Library,15,50,31,4.08591550272588,2.5388694018442832,53,33,1702,1,1500000US530330017021,Block Group 1,BG,222242,0,1476.0,75900.0,34.5
530330017022,custom_0,53,53033,001702,2,Seattle Central Library,15,50,31,2.8627749401119935,1.7788453273123295,53,33,1702,2,1500000US530330017022,Block Group 2,BG,324914,0,1706.0,145708.0,34.9
530330017023,custom_0,53,53033,001702,3,Seattle Central Library,15,50,31,3.277397903928121,2.0364800129617207,53,33,1702,3,1500000US530330017023,Block Group 3,BG,294322,0,1026.0,73125.0,49.3
530330017024,custom_0,53,53033,001702,4,Seattle Central Library,15,50,31,3.614322890280311,2.245835428656367,53,33,1702,4,1500000US530330017024,Block Group 4,BG,438742,0,1042.0,112303.0,38.1
530330018001,custom_0,53,53033,001800,1,Seattle Central Library,15,50,31,4.05422576484974,2.519178317730448,53,33,1800,1,1500000US530330018001,Block Group 1,BG,424904,0,2267.0,134625.0,27.9
530330018002,custom_0,53,53033,001800,2,Seattle Central Library,15,50,31,3.9243558314578184,2.4384809073487763,53,33,1800,2,1500000US530330018002,Block Group 2,BG,244088,0,1387.0,98818.0,30.6
530330018003,custom_0,53,53033,001800,3,Seattle Central Library,15,50,31,4.054251874911945,2.5191945417659105,53,33,1800,3,1500000US530330018003,Block Group 3,BG,277093,0,1373.0,98551.0,32.0
530330019001,custom_0,53,53033,001900,1,Seattle Central Library,15,50,31,3.7476658275587043,2.3286908629359795,53,33,1900,1,1500000US530330019001,Block Group 1,BG,414424,0,1626.0,180978.0,35.7
530330019002,custom_0,53,53033,001900,2,Seattle Central Library,15,50,31,3.6875073836797045,2.2913101505044415,53,33,1900,2,1500000US530330019002,Block Group 2,BG,486932,0,1131.0,164844.0,36.1
530330019004,custom_0,53,53033,001900,4,Seattle Central Library,15,50,31,4.32246552224518,2.6858547240230095,53,33,1900,4,1500000US530330019004,Block Group 4,BG,684710,0,1360.0,92961.0,34.4
530330020001,custom_0,53,53033,002000,1,Seattle Central Library,15,50,31,3.68095072225863,2.287236031240567,53,33,2000,1,1500000US530330020001,Block Group 1,BG,331627,0,1496.0,124052.0,35.6
530330020002,custom_0,53,53033,002000,2,Seattle Central Library,15,50,31,4.144418651915618,2.57522156215946,53,33,2000,2,1500000US530330020002,Block Group 2,BG,387944,0,1301.0,99545.0,42.6
530330020003,custom_0,53,53033,002000,3,Seattle Central Library,15,50,31,3.511577650219711,2.181992516094672,53,33,2000,3,1500000US530330020003,Block Group 3,BG,383742,28680,1418.0,147667.0,37.6
530330021001,custom_0,53,53033,002100,1,Seattle Central Library,15,50,31,4.208789194540155,2.6152195506006106,53,33,2100,1,1500000US530330021001,Block Group 1,BG,503595,0,1656.0,175833.0,44.4
530330021002,custom_0,53,53033,002100,2,Seattle Central Library,15,50,31,4.0274360229206065,2.5025319489982003,53,33,2100,2,1500000US530330021002,Block Group 2,BG,482793,0,1904.0,128750.0,35.1
530330021003,custom_0,53,53033,002100,3,Seattle Central Library,15,50,31,3.5220415913131213,2.1884945056358256,53,33,2100,3,1500000US530330021003,Block Group 3,BG,379080,0,1051.0,101343.0,31.3
530330022001,custom_0,53,53033,002200,1,Seattle Central Library,15,50,31,5.0206252794826,3.1196709505373823,53,33,2200,1,1500000US530330022001,Block Group 1,BG,616108,0,2197.0,169908.0,39.5
530330022002,custom_0,53,53033,002200,2,Seattle Central Library,15,50,31,4.382134078078479,2.722931034229703,53,33,2200,2,1500000US530330022002,Block Group 2,BG,567842,0,1493.0,198868.0,39.0
530330022003,custom_0,53,53033,002200,3,Seattle Central Library,15,50,31,5.019537191108206,3.1189948439760973,53,33,2200,3,1500000US530330022003,Block Group 3,BG,635932,1154953,1219.0,96607.0,45.8
530330024001,custom_0,53,53033,002400,1,Seattle Central Library,15,50,31,3.572694643149321,2.219968843108337,53,33,2400,1,1500000US530330024001,Block Group 1,BG,556855,0,1605.0,200118.0,50.2
530330024002,custom_0,53,53033,002400,2,Seattle Central Library,15,50,31,3.1919737725566923,1.9833999350273246,53,33,2400,2,1500000US530330024002,Block Group 2,BG,405673,0,1574.0,131518.0,39.0
530330025001,custom_0,53,53033,002500,1,Seattle Central Library,15,50,31,2.9399857358764234,1.826821876687269,53,33,2500,1,1500000US530330025001,Block Group 1,BG,622001,0,1426.0,150625.0,37.6
530330025002,custom_0,53,53033,002500,2,Seattle Central Library,15,50,31,2.142431630449897,1.3312448846442828,53,33,2500,2,1500000US530330025002,Block Group 2,BG,362333,0,2040.0,147000.0,36.8
530330026001,custom_0,53,53033,002600,1,Seattle Central Library,15,50,31,2.9206542297118747,1.8148098393702974,53,33,2600,1,1500000US530330026001,Block Group 1,BG,245365,0,1350.0,137500.0,37.9
530330026002,custom_0,53,53033,002600,2,Seattle Central Library,15,50,31,2.2690235125229306,1.409905408999886,53,33,2600,2,1500000US530330026002,Block Group 2,BG,378547,28175,1354.0,166029.0,39.1
530330026003,custom_0,53,53033,002600,3,Seattle Central Library,15,50,31,1.807523257650291,1.123142534129419,53,33,2600,3,1500000US530330026003,Block Group 3,BG,326854,0,1386.0,115375.0,32.3
530330026004,custom_0,53,53033,002600,4,Seattle Central Library,15,50,31,2.71836216853126,1.6891114190224377,53,33,2600,4,1500000US530330026004,Block Group 4,BG,265861,0,1129.0,190954.0,39.5
530330027001,custom_0,53,53033,002700,1,Seattle Central Library,15,50,31,2.8949927125551245,1.7988645167930903,53,33,2700,1,1500000US530330027001,Block Group 1,BG,362211,0,1639.0,102885.0,40.2
530330027002,custom_0,53,53033,002700,2,Seattle Central Library,15,50,31,2.9933295030661253,1.8599681466497013,53,33,2700,2,1500000US530330027002,Block Group 2,BG,494072,0,1333.0,163317.0,32.8
530330027003,custom_0,53,53033,002700,3,Seattle Central Library,15,50,31,3.2614676479197247,2.0265814138555274,53,33,2700,3,1500000US530330027003,Block Group 3,BG,315473,0,1147.0,165441.0,43.1
530330027004,custom_0,53,53033,002700,4,Seattle Central Library,15,50,31,3.498923035251649,2.1741293053373525,53,33,2700,4,1500000US530330027004,Block Group 4,BG,413091,0,1847.0,243036.0,36.2
530330028001,custom_0,53,53033,002800,1,Seattle Central Library,15,50,31,3.1786638594061,1.9751295409830276,53,33,2800,1,1500000US530330028001,Block Group 1,BG,264042,0,1174.0,104125.0,43.3
530330028002,custom_0,53,53033,002800,2,Seattle Central Library,15,50,31,2.983495367545142,1.8538575000268924,53,33,2800,2,1500000US530330028002,Block Group 2,BG,259414,0,1541.0,147500.0,36.2
530330028003,custom_0,53,53033,002800,3,Seattle Central Library,15,50,31,2.8525199530327194,1.772473175735894,53,33,2800,3,1500000US530330028003,Block Group 3,BG,200980,0,1002.0,152604.0,32.5
530330028004,custom_0,53,53033,002800,4,Seattle Central Library,15,50,31,3.386118103196694,2.104035591901433,53,33,2800,4,1500000US530330028004,Block Group 4,BG,263851,0,1088.0,111900.0,35.1
530330029001,custom_0,53,53033,002900,1,Seattle Central Library,15,50,31,2.801982676744463,1.7410707778313836,53,33,2900,1,1500000US530330029001,Block Group 1,BG,360736,0,1841.0,135893.0,38.7
530330029002,custom_0,53,53033,002900,2,Seattle Central Library,15,50,31,2.4348391949919734,1.5129384654313576,53,33,2900,2,1500000US530330029002,Block Group 2,BG,330573,0,1710.0,152066.0,50.7
530330029003,custom_0,53,53033,002900,3,Seattle Central Library,15,50,31,2.222987594921419,1.3813000248439171,53,33,2900,3,1500000US530330029003,Block Group 3,BG,294900,0,1213.0,92003.0,38.2
530330030001,custom_0,53,53033,003000,1,Seattle Central Library,15,50,31,2.151718520400331,1.3370154887396741,53,33,3000,1,1500000US530330030001,Block Group 1,BG,410778,0,1699.0,135500.0,45.8
530330030002,custom_0,53,53033,003000,2,Seattle Central Library,15,50,31,2.3010791091258302,1.4298238271166264,53,33,3000,2,1500000US530330030002,Block Group 2,BG,366896,0,1378.0,91993.0,38.7
530330030003,custom_0,53,53033,003000,3,Seattle Central Library,15,50,31,1.7810071757678194,1.1066662098140256,53,33,3000,3,1500000US530330030003,Block Group 3,BG,390771,0,1607.0,109187.0,33.6
530330030004,custom_0,53,53033,003000,4,Seattle Central Library,15,50,31,1.655777182986896,1.0288519239697504,53,33,3000,4,1500000US530330030004,Block Group 4,BG,324804,0,1659.0,180694.0,38.4
530330031001,custom_0,53,53033,003100,1,Seattle Central Library,15,50,31,2.1486244540250183,1.3350929256219797,53,33,3100,1,1500000US530330031001,Block Group 1,BG,305807,0,1012.0,146597.0,43.1
530330031002,custom_0,53,53033,003100,2,Seattle Central Library,15,50,31,2.1048735759385413,1.3079073987545073,53,33,3100,2,1500000US530330031002,Block Group 2,BG,310414,0,1483.0,165869.0,37.6
530330031003,custom_0,53,53033,003100,3,Seattle Central Library,15,50,31,1.5509211170346284,0.9636974054129241,53,33,3100,3,1500000US530330031003,Block Group 3,BG,295570,0,1449.0,164063.0,46.4
530330031004,custom_0,53,53033,003100,4,Seattle Central Library,15,50,31,1.6879476981537915,1.0488417491495197,53,33,3100,4,1500000US530330031004,Block Group 4,BG,384773,0,1093.0,231406.0,45.0
530330031005,custom_0,53,53033,003100,5,Seattle Central Library,15,50,31,2.5274653367615687,1.5704936637688727,53,33,3100,5,1500000US530330031005,Block Group 5,BG,940169,472744,1829.0,124804.0,37.8
530330032011,custom_0,53,53033,003201,1,Seattle Central Library,15,50,31,0.8929031646212167,0.55482413230385,53,33,3201,1,1500000US530330032011,Block Group 1,BG,398383,263388,1255.0,167188.0,38.3
530330032012,custom_0,53,53033,003201,2,Seattle Central Library,15,50,31,1.851872971061151,1.1507001599012385,53,33,3201,2,1500000US530330032012,Block Group 2,BG,654289,1090912,1733.0,114778.0,49.9
530330032013,custom_0,53,53033,003201,3,Seattle Central Library,15,50,31,0.5752788126224435,0.35746157107802035,53,33,3201,3,1500000US530330032013,Block Group 3,BG,99407,0,1441.0,62017.0,32.6
530330032021,custom_0,53,53033,003202,1,Seattle Central Library,15,50,31,1.1622032350991665,0.7221593863968042,53,33,3202,1,1500000US530330032021,Block Group 1,BG,305709,0,1547.0,148737.0,41.3
530330032022,custom_0,53,53033,003202,2,Seattle Central Library,15,50,31,0.8509668627949528,0.5287661305017626,53,33,3202,2,1500000US530330032022,Block Group 2,BG,274232,0,1985.0,187535.0,34.6
530330032023,custom_0,53,53033,003202,3,Seattle Central Library,15,50,31,1.39416517631237,0.8662938097703936,53,33,3202,3,1500000US530330032023,Block Group 3,BG,376075,0,1237.0,119392.0,42.8
530330033011,custom_0,53,53033,003301,1,Seattle Central Library,15,50,31,0.9843752306129618,0.6116622214212067,53,33,3301,1,1500000US530330033011,Block Group 1,BG,225558,0,1455.0,114860.0,32.8
530330033012,custom_0,53,53033,003301,2,Seattle Central Library,15,50,31,0.5636744345159647,0.35025094704961945,53,33,3301,2,1500000US530330033012,Block Group 2,BG,207779,0,1599.0,136442.0,34.0
530330033013,custom_0,53,53033,003301,3,Seattle Central Library,15,50,31,0.9793514483403627,0.6085405888066995,53,33,3301,3,1500000US530330033013,Block Group 3,BG,235870,0,1667.0,121728.0,32.9
530330033021,custom_0,53,53033,003302,1,Seattle Central Library,15,50,31,1.4077490427980013,0.8747344304724368,53,33,3302,1,1500000US530330033021,Block Group 1,BG,267905,0,1774.0,209821.0,35.7
530330033022,custom_0,53,53033,003302,2,Seattle Central Library,15,50,31,1.0671599378763403,0.6631022377581595,53,33,3302,2,1500000US530330033022,Block Group 2,BG,167560,0,1231.0,122917.0,31.7
530330033023,custom_0,53,53033,003302,3,Seattle Central Library,15,50,31,1.1372937628233792,0.706681362699326,53,33,3302,3,1500000US530330033023,Block Group 3,BG,191606,0,1029.0,101071.0,32.3
530330034001,custom_0,53,53033,003400,1,Seattle Central Library,15,50,31,1.719838095134438,1.068657517011781,53,33,3400,1,1500000US530330034001,Block Group 1,BG,263176,0,1005.0,111250.0,42.8
530330034002,custom_0,53,53033,003400,2,Seattle Central Library,15,50,31,1.9062157530362438,1.1844671886798839,53,33,3400,2,1500000US530330034002,Block Group 2,BG,253968,0,1680.0,199531.0,38.5
530330034003,custom_0,53,53033,003400,3,Seattle Central Library,15,50,31,1.6266855681565149,1.0107752381709818,53,33,3400,3,1500000US530330034003,Block Group 3,BG,270017,0,967.0,110781.0,39.4
530330035001,custom_0,53,53033,003500,1,Seattle Central Library,15,50,31,2.57903432705022,1.6025371388335221,53,33,3500,1,1500000US530330035001,Block Group 1,BG,338041,0,1509.0,123625.0,38.6
530330035002,custom_0,53,53033,003500,2,Seattle Central Library,15,50,31,2.4203984951848834,1.5039654333515262,53,33,3500,2,1500000US530330035002,Block Group 2,BG,345931,0,1459.0,116544.0,36.7
530330035003,custom_0,53,53033,003500,3,Seattle Central Library,15,50,31,2.3182083500906168,1.4404674407041567,53,33,3500,3,1500000US530330035003,Block Group 3,BG,600773,0,1285.0,94856.0,45.3
530330036011,custom_0,53,53033,003601,1,Seattle Central Library,15,50,31,1.5191051066759051,0.9439278592403139,53,33,3601,1,1500000US530330036011,Block Group 1,BG,245778,0,892.0,114022.0,43.6
530330036012,custom_0,53,53033,003601,2,Seattle Central Library,15,50,31,1.898922073743786,1.17993510788425,53,33,3601,2,1500000US530330036012,Block Group 2,BG,320721,0,1591.0,78029.0,44.9
530330036013,custom_0,53,53033,003601,3,Seattle Central Library,15,50,31,2.0317936253211015,1.2624976367593983,53,33,3601,3,1500000US530330036013,Block Group 3,BG,107640,0,1164.0,107768.0,48.4
530330036021,custom_0,53,53033,003602,1,Seattle Central Library,15,50,31,1.9862081517584202,1.2341721454662813,53,33,3602,1,1500000US530330036021,Block Group 1,BG,170288,0,1560.0,115103.0,29.5
530330036022,custom_0,53,53033,003602,2,Seattle Central Library,15,50,31,2.3983860627150717,1.4902875461753269,53,33,3602,2,1500000US530330036022,Block Group 2,BG,134661,0,1132.0,112917.0,31.2
530330036023,custom_0,53,53033,003602,3,Seattle Central Library,15,50,31,2.171309586509351,1.349188809078902,53,33,3602,3,1500000US530330036023,Block Group 3,BG,217377,0,1287.0,65833.0,30.3
530330038001,custom_0,53,53033,003800,1,Seattle Central Library,15,50,31,2.5279835341703825,1.5708156566109848,53,33,3800,1,1500000US530330038001,Block Group 1,BG,345802,0,1308.0,125114.0,30.5
530330038002,custom_0,53,53033,003800,2,Seattle Central Library,15,50,31,2.3208454835602734,1.4421060789653306,53,33,3800,2,1500000US530330038002,Block Group 2,BG,278804,0,1173.0,145938.0,31.8
530330039001,custom_0,53,53033,003900,1,Seattle Central Library,15,50,31,2.9433898695681995,1.8289371066434617,53,33,3900,1,1500000US530330039001,Block Group 1,BG,569044,0,1927.0,150000.0,38.1
530330039002,custom_0,53,53033,003900,2,Seattle Central Library,15,50,31,3.355037412369983,2.0847229519617487,53,33,3900,2,1500000US530330039002,Block Group 2,BG,404764,0,1210.0,172895.0,42.2
530330041012,custom_0,53,53033,004101,2,Seattle Central Library,15,50,31,3.102836203001172,1.928012434295041,53,33,4101,2,1500000US530330041012,Block Group 2,BG,622415,1117129,1917.0,250001.0,45.6
530330041013,custom_0,53,53033,004101,3,Seattle Central Library,15,50,31,2.256154241972708,1.4019088174888237,53,33,4101,3,1500000US530330041013,Block Group 3,BG,479191,0,1146.0,188423.0,34.8
530330041022,custom_0,53,53033,004102,2,Seattle Central Library,15,50,31,2.724390780465217,1.6928574236484524,53,33,4102,2,1500000US530330041022,Block Group 2,BG,531267,0,1191.0,229524.0,44.6
530330042012,custom_0,53,53033,004201,2,Seattle Central Library,15,50,31,2.613249817841786,1.6237976525621685,53,33,4201,2,1500000US530330042012,Block Group 2,BG,326846,0,809.0,173056.0,35.9
530330042013,custom_0,53,53033,004201,3,Seattle Central Library,15,50,31,2.6842828276501085,1.6679355048997755,53,33,4201,3,1500000US530330042013,Block Group 3,BG,384372,0,1108.0,196453.0,44.9
530330042021,custom_0,53,53033,004202,1,Seattle Central Library,15,50,31,1.783855186225801,1.108435880920312,53,33,4202,1,1500000US530330042021,Block Group 1,BG,513667,0,1492.0,115156.0,37.3
530330042022,custom_0,53,53033,004202,2,Seattle Central Library,15,50,31,2.2382460041356094,1.3907811578357478,53,33,4202,2,1500000US530330042022,Block Group 2,BG,337822,0,1709.0,185799.0,44.2
530330042023,custom_0,53,53033,004202,3,Seattle Central Library,15,50,31,1.9615432927311658,1.2188461173476572,53,33,4202,3,1500000US530330042023,Block Group 3,BG,369488,0,1590.0,188784.0,37.7
530330043011,custom_0,53,53033,004301,1,Seattle Central Library,15,50,31,1.2597872285218132,0.7827952499738277,53,33,4301,1,1500000US530330043011,Block Group 1,BG,344436,0,1295.0,54044.0,21.4
530330043012,custom_0,53,53033,004301,2,Seattle Central Library,15,50,31,1.6644195581140286,1.034222045244872,53,33,4301,2,1500000US530330043012,Block Group 2,BG,261486,0,1363.0,178125.0,34.8
530330043013,custom_0,53,53033,004301,3,Seattle Central Library,15,50,31,1.4064858303507006,0.8739495068908452,53,33,4301,3,1500000US530330043013,Block Group 3,BG,373314,0,1023.0,127875.0,42.0
530330043021,custom_0,53,53033,004302,1,Seattle Central Library,15,50,31,0.9818487295842264,0.6100923269504803,53,33,4302,1,1500000US530330043021,Block Group 1,BG,156837,0,973.0,44850.0,31.8
530330043022,custom_0,53,53033,004302,2,Seattle Central Library,15,50,31,0.7225621121307142,0.44897914217677404,53,33,4302,2,1500000US530330043022,Block Group 2,BG,72091,0,2001.0,-666666666.0,21.3
530330043023,custom_0,53,53033,004302,3,Seattle Central Library,15,50,31,0.8151392539122774,0.5065038933427257,53,33,4302,3,1500000US530330043023,Block Group 3,BG,102209,0,1471.0,34235.0,21.8
530330044011,custom_0,53,53033,004401,1,Seattle Central Library,15,50,31,1.0797050693758574,0.6708974186631459,53,33,4401,1,1500000US530330044011,Block Group 1,BG,328385,0,1526.0,137879.0,28.1
530330044012,custom_0,53,53033,004401,2,Seattle Central Library,15,50,31,1.432238903569832,0.88995171975009,53,33,4401,2,1500000US530330044012,Block Group 2,BG,253394,0,1145.0,189531.0,37.4
530330044013,custom_0,53,53033,004401,3,Seattle Central Library,15,50,31,0.6350452957864754,0.394598730488138,53,33,4401,3,1500000US530330044013,Block Group 3,BG,113140,0,1172.0,75896.0,23.3
530330044021,custom_0,53,53033,004402,1,Seattle Central Library,15,50,31,0.5655898349040616,0.35144112130417166,53,33,4402,1,1500000US530330044021,Block Group 1,BG,108274,0,1360.0,37973.0,24.5
530330044022,custom_0,53,53033,004402,2,Seattle Central Library,15,50,31,0.9617346781949707,0.5975940387246872,53,33,4402,2,1500000US530330044022,Block Group 2,BG,129054,0,1071.0,117813.0,26.7
530330044023,custom_0,53,53033,004402,3,Seattle Central Library,15,50,31,0.6833994247304317,0.4246445839441731,53,33,4402,3,1500000US530330044023,Block Group 3,BG,57660,0,827.0,61641.0,27.2
